Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Jamaica,JAM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84443893433242E+01,2.02649203900552E+01,2.26495463100479E+01,2.28290162432208E+01,2.42772754350520E+01,2.59955134635526E+01,2.68668279027023E+01,2.82615568880041E+01,2.88936268453177E+01,2.96373654991258E+01,3.25003088434675E+01,
Japan,JPN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24306980398165E+02,1.23862502119274E+02,1.24110534965887E+02,1.25112462938275E+02,1.25388050075157E+02,1.32712620389980E+02,1.30824586028845E+02,1.28435979212554E+02,1.27788674182390E+02,1.28261558968169E+02,1.27496067376445E+02,
Jordan,JOR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24675222052433E+01,2.50531769719150E+01,2.64409056475947E+01,2.85114932970456E+01,2.96065424645151E+01,3.03705250706775E+01,3.14469537921711E+01,3.24991507759798E+01,
Kazakhstan,KAZ,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99341656582408E+00,1.48309830576166E+01,1.96073588256714E+01,3.72934121874102E+01,5.26910925018461E+01,5.74378049528094E+01,6.20540307187406E+01,6.54584261755357E+01,6.91231421763263E+01,7.08950451702383E+01,7.19984388980847E+01,
Kenya,KEN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60978982234663E+00,1.57724802148058E+00,2.92853437752302E+00,4.67367885206278E+00,5.95684722566558E+00,7.24168130388722E+00,8.89944228814439E+00,9.12165356344649E+00,9.56821448128897E+00,9.70523026449035E+00,1.01969307121485E+01,
Kiribati,KIR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05201461904157E+01,1.02684464679503E+01,1.43369175627240E+01,,
Kosovo,KSV,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23886141656766E+00,9.29472961760756E+00,1.23203188594477E+01,1.89240104668159E+01,2.65163354846111E+01,3.22013024243704E+01,3.53885458154183E+01,3.68647972747293E+01,3.75880584006279E+01,3.76354595409852E+01,
Kuwait,KWT,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00211617791198E+01,3.45474432859846E+01,3.96864393463021E+01,4.64044440199446E+01,5.08875329029275E+01,5.24258960957687E+01,5.14863093278629E+01,5.28747795420768E+01,5.85008061817367E+01,,,
Kyrgyz Republic,KGZ,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04090968216705E-01,9.58214018274773E-01,1.19042253309146E+00,2.37355385779602E+00,4.68698589337030E+00,8.36877484507066E+00,7.34710532297388E+00,1.19316787491586E+01,1.55875873050750E+01,2.05337853903221E+01,2.46513529115998E+01,
Lao PDR,LAO,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60637498694212E+00,4.76769849509058E+00,8.55589810428673E+00,1.06174402136844E+01,1.25947145927558E+01,1.74109823645436E+01,,
Latvia,LVA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56199370274073E+01,4.59606530685597E+01,5.01430552485432E+01,6.07473818369216E+01,6.81007070806167E+01,7.17295507060968E+01,7.55838565835762E+01,6.83958644371081E+01,7.30764363798929E+01,6.86636566598348E+01,6.32017045594248E+01,
Lebanon,LBN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18639060171703E+01,3.27389183030005E+01,3.39417775182238E+01,3.52563216049786E+01,3.66684230621774E+01,3.77614445910294E+01,3.87981689901073E+01,3.91193150954666E+01,4.13271930874225E+01,4.28586565643279E+01,4.43368260642393E+01,
Lesotho,LSO,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87874215165792E+00,3.78787555058207E+00,3.90573581762309E+00,4.93794506637233E+00,5.77097333291805E+00,6.65440189197590E+00,7.34376736837532E+00,8.08096013100430E+00,9.17086876147174E+00,1.08304288092436E+01,1.12410071942446E+01,
Liberia,LBR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15527639151148E+00,1.52616757031914E+00,1.47170772775486E+00,1.42475853991299E+00,1.34108760303787E+00,1.63097282636174E+00,1.78355278959547E+00,
Libya,LBY,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63278345393078E+00,3.55564803926330E+00,3.55615475227748E+00,3.53151733879920E+00,3.58344486413873E+00,3.66483594540700E+00,3.58990941472269E+00,3.59832469411577E+00,3.96150169497131E+00,,,
Liechtenstein,LIE,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62428286002644E+01,3.81696092408540E+01,4.18483056223650E+01,4.90736493542348E+01,5.44881897411455E+01,5.76504708878764E+01,5.98362141015418E+01,5.07888215139347E+01,5.21735751379095E+01,5.02673468578652E+01,5.16908814186712E+01,
Luxembourg,LUX,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06682739236399E+02,1.06991851037130E+02,1.05579423477605E+02,1.05980258891826E+02,1.07315210381075E+02,1.07046419198759E+02,1.05627361592410E+02,1.06204153660437E+02,1.01079971187343E+02,9.86192181696571E+01,1.06291087943024E+02,
Madagascar,MDG,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76525738698936E-01,5.84542535297712E-01,7.47571913533110E-01,1.00127586001584E+00,1.22848612786892E+00,1.33534816472890E+00,1.39992784847252E+00,1.56373839840489E+00,1.71485808401091E+00,1.80210303910291E+00,2.04952096473294E+00,
Malawi,MWI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38233822236345E-01,1.45026155122905E+00,1.39435808814930E+00,1.47405941112372E+00,1.71668057494385E+00,2.57657768298141E+00,2.92540275172418E+00,3.76105447767558E+00,4.25221848484336E+00,4.59106973265229E+00,4.85266435590499E+00,
Malaysia,MYS,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68353466310662E+01,2.71351948747925E+01,2.79617691581528E+01,3.83695610071650E+01,4.10988801051581E+01,5.14997288095694E+01,5.32078127723836E+01,5.33050581245056E+01,5.29405121008932E+01,5.42057623963291E+01,5.19079874636169E+01,
Maldives,MDV,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96398174287652E+00,8.18736787725419E+00,7.90904609714160E+00,1.96191025591306E+01,1.90279063742617E+01,1.98349200319276E+01,1.97309583460842E+01,2.00683178524507E+01,2.41459411467389E+01,2.60283220679502E+01,3.10007273247565E+01,
Mali,MLI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88948658247200E+00,3.43949789418505E+00,3.59145577112906E+00,4.26123851965816E+00,,
Malta,MLT,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51975557964838E+01,4.48877817339284E+01,4.12132856057613E+01,4.67814375539833E+01,4.74903190404970E+01,4.90074550028845E+01,5.26095612726412E+01,5.55975423664134E+01,6.05685545104271E+01,5.92377637884562E+01,5.62818708734937E+01,
Marshall Islands,MHL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99710150313632E+00,2.99165170616440E+00,2.98616463935651E+00,2.98120934211793E+00,5.95480877754296E+00,5.94801040390292E+00,5.93908285095409E+00,5.92355201199723E+00,
Mauritania,MRT,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07709898063842E+00,4.53854871473598E+00,6.30939739675122E+00,7.72547422927955E+00,
Mauritius,MUS,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07298424990010E+01,3.35980796014799E+01,3.45927572997983E+01,3.85673839652420E+01,3.76939171936726E+01,3.91321984572229E+01,4.04731321931057E+01,4.30606094438594E+01,4.39881878873295E+01,4.45464325502864E+01,4.47501555737195E+01,
Mexico,MEX,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77193532198734E+01,3.05363000331512E+01,3.36273105937589E+01,3.76872425118826E+01,4.02521779356475E+01,4.17934708783921E+01,4.40523402959175E+01,4.37570499302201E+01,4.75222300618440E+01,4.73958387921088E+01,4.89932455307677E+01,
Moldova,MDA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78920222469586E+00,1.06413845770558E+01,1.27589219550370E+01,1.54818764823209E+01,1.96581439286287E+01,2.33527336623318E+01,2.58065798828037E+01,2.86436326299220E+01,3.10953190840650E+01,3.38446616809806E+01,3.64977998241334E+01,
Monaco,MCO,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87083318746099E+00,1.49805354187620E+01,1.85206957657414E+01,3.15131435033052E+01,4.48529192797901E+01,4.99795626207113E+01,5.87759864944356E+01,
Montenegro,MNE,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42680149406422E+01,2.60110497878244E+01,4.01208921504390E+01,5.31234864226975E+01,6.01686366596016E+01,6.43472901851176E+01,6.63118327214262E+01,6.96363204245447E+01,7.15182890989440E+01,7.08210645204439E+01,
Morocco,MAR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43422357291183E+00,1.50263073188233E+01,1.30006167917737E+01,1.44503349905792E+01,1.64998260667327E+01,1.85228828036225E+01,1.99839689356089E+01,2.17419740855687E+01,2.33364847024194E+01,2.47455996566774E+01,2.58253228848899E+01,
Mozambique,MOZ,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84528135833038E+00,2.14631787689660E+00,3.17252537543590E+00,3.54037889575940E+00,4.12079924090220E+00,4.59250305374302E+00,5.59561880361454E+00,6.35299216834441E+00,6.90153543554432E+00,7.63968198229195E+00,9.10668212294090E+00,
Myanmar,MMR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,8.36478951351896E-02,5.60112680668533E-01,1.55640234367061E+00,
Namibia,NAM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34112820987770E+00,9.71152785043121E+00,2.92832561945661E+01,4.10630508009892E+01,4.84558574253471E+01,4.97150527447194E+01,4.77403605064599E+01,5.11599188497839E+01,5.36817917701125E+01,
Nauru,NRU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38569334868083E+00,7.50271720040631E+00,8.25248031351277E+00,8.87544987705192E+00,
Netherlands,NLD,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94774767228553E+01,5.59438921895145E+01,6.07584446468710E+01,6.37081550467150E+01,6.40963984719279E+01,6.25169009108135E+01,5.77720975045582E+01,5.65226994556762E+01,5.45641111919981E+01,5.29885890321563E+01,5.05768467782395E+01,
New Caledonia,NCL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.90331947249664E+01,6.22508209609856E+01,6.94429408446860E+01,6.96132450684317E+01,7.17408266471234E+01,7.25239040184040E+01,7.22116095531120E+01,7.62435439359903E+01,7.46792649338917E+01,7.23476111436225E+01,7.07382257342780E+01,
Nicaragua,NIC,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37679554483099E+00,4.68412503849800E+00,5.90023666923178E+00,6.97334789045377E+00,7.96639397412254E+00,8.40053555879819E+00,8.52314596824335E+00,9.68716349311609E+00,1.15716360257474E+01,1.44951240557357E+01,1.13791724730391E+01,
Niger,NER,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01908716130710E-01,9.43293976438961E-01,9.55719655961956E-01,1.29228453318581E+00,,
Nigeria,NGA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75297877271338E-01,1.76531688818788E+00,4.43780733393199E+00,8.56725553666710E+00,1.13693068960254E+01,1.11386655721895E+01,1.18428506886137E+01,1.13908187302615E+01,1.32030196501509E+01,1.60542037471590E+01,
Northern Mariana Islands,MNP,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91771455301290E+01,5.87820897684158E+01,5.99509243202844E+01,5.97781497622015E+01,5.91876895074246E+01,5.75590466058649E+01,5.52403546267358E+01,5.44865462049384E+01,5.28253082862334E+01,5.11798841435641E+01,4.86231152010280E+01,
Oman,OMN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.30017564597041E-01,1.14657834645484E+00,1.84456349139896E+00,2.68962447248400E+00,3.37256028333721E+00,3.89139727117966E+00,4.28131865763824E+00,4.72745570748882E+00,5.30545814033656E+00,6.33355591764107E+00,7.32515812770286E+00,
Palau,PLW,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11680024399808E+01,3.09985106331587E+01,3.08217593928202E+01,3.67584488375692E+01,3.65158423616928E+01,4.22980159160908E+01,4.19663936476981E+01,4.16103248008033E+01,
Panama,PAN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25394872986146E+01,3.44515497641304E+01,3.81193415389388E+01,3.94646954457493E+01,4.46169715428877E+01,5.02767421786962E+01,5.54853815693952E+01,6.08394213997804E+01,
Papua New Guinea,PNG,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80660030421855E+00,4.22635648885799E+00,4.87317874569420E+00,5.23578095851007E+00,5.76543177020052E+00,7.19201762994741E+00,8.21835925813657E+00,8.17492488323740E+00,,
Paraguay,PRY,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25486618265191E+01,1.83084013149736E+01,1.83870041024931E+01,1.97751815779462E+01,2.28040891561551E+01,2.33370191344393E+01,
Peru,PER,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06812112233675E+01,1.14226893303720E+01,1.36505894032416E+01,1.64452459844510E+01,2.01532955218072E+01,2.37308606972887E+01,2.68820903027317E+01,3.13141202453202E+01,3.84306797726772E+01,4.11247779282790E+01,5.54811782848139E+01,
Philippines,PHL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03698157058352E+01,1.15028955629031E+01,1.24252449232170E+01,1.26566712953463E+01,1.33902532510415E+01,1.43062677426235E+01,1.54942941166273E+01,1.72275006478850E+01,1.93095358021648E+01,2.24224765250328E+01,2.36813304975688E+01,
Poland,POL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53816424555793E+01,2.75088750118272E+01,3.10158056535643E+01,3.58921875488393E+01,4.30082473228533E+01,4.85443785519301E+01,5.07625577006031E+01,5.37111425748855E+01,5.61567685781583E+01,5.83540636333102E+01,6.35809567618441E+01,
Portugal,PRT,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42843409323712E+02,1.54708345036506E+02,1.63258931298082E+02,1.76942842001822E+02,1.87210438201793E+02,1.92187612435176E+02,1.95043554200132E+02,1.91729077573329E+02,1.85570670921447E+02,1.81124488222926E+02,1.77690637888205E+02,
Puerto Rico,PRI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.59857978436046E+01,5.82824099491209E+01,5.64921519743179E+01,5.39276984859421E+01,4.74288473968887E+01,4.92533755583102E+01,5.25346128650432E+01,5.18205105447292E+01,5.96684894358044E+01,6.18196435921377E+01,6.13766339869281E+01,
Romania,ROM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04489180471215E+00,1.12597176305473E+01,1.43692921010822E+01,1.82552850514395E+01,2.41672327818003E+01,3.35728498952568E+01,4.19944333524879E+01,5.29533468787866E+01,5.60375080502115E+01,5.87086070772153E+01,6.42890686759990E+01,6.44802617744732E+01,6.34750123667097E+01,6.47803745868948E+01,
Russian Federation,RUS,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62333593621446E+01,2.28181257856164E+01,3.24206631984589E+01,4.50058143666586E+01,6.16111051737738E+01,7.24164649946107E+01,9.55780459302605E+01,1.16975825822595E+02,1.41981269901295E+02,1.56218308919464E+02,1.84697696914047E+02,
Rwanda,RWA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89893189406918E-02,2.28238510111432E-01,2.22747244143303E-01,2.90115646804343E-01,3.89307157260027E-01,8.09248596645009E-01,1.40146171271576E+00,2.68725292626305E+00,4.51542682529351E+00,4.96863437976641E+00,5.26409643710546E+00,
Samoa,WSM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14326000590684E+01,1.23133319302363E+01,,1.20861651196401E+01,1.19554523939645E+01,1.18263528968994E+01,1.70980164447135E+01,1.86917550750359E+01,2.11301084605983E+01,2.52556041291359E+01,2.75679082874343E+01,2.81243605549506E+01,3.54385520820149E+01,4.17007222565095E+01,
San Marino,SMR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26731269245642E+02,,,,2.13672663316239E+02,
Sao Tome and Principe,STP,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.77576734608777E+01,2.00285866778765E+01,1.95241433782093E+01,2.24750181528993E+01,
Saudi Arabia,SAU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65190640972937E+01,2.82818935396544E+01,3.60452249335455E+01,4.32949600272574E+01,4.96286178513777E+01,5.40875255399930E+01,5.76422729051633E+01,6.06958142827627E+01,6.39105716514009E+01,6.78559385627845E+01,7.40267634707979E+01,
Senegal,SEN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91804600564141E+00,4.57425471715915E+00,4.86491726627451E+00,4.82196551831245E+00,,
Serbia,SRB,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37412483339941E+01,2.21328474430578E+01,3.40782473063305E+01,4.10341278198489E+01,4.48605872993612E+01,4.71345392984232E+01,4.69391468780105E+01,4.63029977072963E+01,4.45347199795840E+01,4.39723303800739E+01,
Seychelles,SYC,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39580072567540E+01,3.34826889291708E+01,3.56564264668466E+01,3.67783297754925E+01,4.17355584907443E+01,4.43598006858228E+01,4.44496549110337E+01,4.55576489402546E+01,5.09121416347841E+01,6.42836271100011E+01,6.60118720486442E+01,
Sierra Leone,SLE,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14026371608995E-01,4.30214854079366E-01,4.20775739648763E-01,4.11265014184102E-01,4.01917039021453E-01,,,
Singapore,SGP,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79678141354343E+01,4.94067768915905E+01,5.00298024371208E+01,5.11213466870879E+01,5.07219438866843E+01,5.23939267005476E+01,5.82658436102562E+01,5.86305393087181E+01,5.81225841490967E+01,5.70830705368888E+01,5.93229163326462E+01,
Sint Maarten (Dutch part),SXM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82551671579518E+01,4.14576995155538E+01,4.43631540428374E+01,4.79213699425281E+01,4.95395925819504E+01,4.99575005977957E+01,5.11160328884071E+01,5.24293897786826E+01,5.45660547386154E+01,5.61278450840141E+01,5.88484882796688E+01,
