Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Belarus,BLR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08536286765360E+01,1.53889937683694E+01,1.89311827823868E+01,2.56468092383730E+01,3.02206484970622E+01,3.33509050356727E+01,3.79042929772362E+01,4.11684961954097E+01,4.60636771706244E+01,5.09890778237160E+01,,
Belgium,BEL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38472937024473E+01,8.35131648824825E+01,8.30084679782174E+01,8.65709136407333E+01,8.74520270691149E+01,8.72277121430314E+01,9.14369297857386E+01,9.31182086549730E+01,9.38843273969224E+01,9.37268464625771E+01,9.39076245403912E+01,
Belize,BLZ,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87780362964520E+01,3.02093335703449E+01,3.20850703493311E+01,3.38096246492610E+01,3.53900687079748E+01,3.68352782866198E+01,3.86579171993094E+01,4.03302230745044E+01,3.95136067601367E+01,4.19094300773047E+01,4.23940259751730E+01,
Benin,BEN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41612017362804E+00,2.75376085973054E+00,3.43575492807345E+00,4.29844765116913E+00,4.32971856501318E+00,
Bermuda,BMU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86875074377885E-01,4.65851894848424E-01,4.48124040974555E-01,2.16528481927384E+00,3.14992372529967E+00,4.08180779355665E+00,8.34043254237809E+00,1.39258261686400E+01,7.73366062056732E+00,1.97285571787057E+01,2.21816660414923E+01,
Bolivia,BOL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33151283378386E+01,1.44703929288737E+01,1.69227643769042E+01,2.00593375531930E+01,2.45098004115561E+01,2.78898381925465E+01,3.14764346809314E+01,3.47119289951023E+01,
Bosnia and Herzegovina,BIH,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56067552722614E+01,2.07487279588741E+01,2.85017081139438E+01,4.27781600675850E+01,3.45620937829842E+01,3.76769072435604E+01,4.00346333539773E+01,4.23836332254224E+01,4.39734210581498E+01,
Botswana,BWA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46994596509254E+01,1.58490178620935E+01,1.89372445225829E+01,3.20815621423936E+01,2.93356972908538E+01,2.83216078964350E+01,3.01982042073496E+01,2.79889449353742E+01,2.75688354936701E+01,2.90225646719483E+01,3.02835406751318E+01,
Brazil,BRA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05190918689113E+02,1.08877058270063E+02,1.07681892433229E+02,1.10086167209730E+02,1.12798304852939E+02,1.15551356676453E+02,1.20263241620906E+02,1.17769593940738E+02,1.16875983328991E+02,1.28797452436514E+02,1.29253322279161E+02,
British Virgin Islands,VGB,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52410503998936E+01,4.35778172868004E+01,4.66395293167791E+01,5.86371428582427E+01,7.07724144190448E+01,8.09854534193419E+01,8.02600962206739E+01,7.89613096125859E+01,9.05033512949068E+01,8.07687130210704E+01,7.96271059481133E+01,
Bulgaria,BGR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61838211788495E+01,3.41038776443698E+01,5.41166460080740E+01,6.75073977520195E+01,7.98813998464175E+01,8.76641511279912E+01,9.03647231823524E+01,9.35832871452505E+01,9.28237516055301E+01,9.34634303928062E+01,9.07152511965819E+01,
Burkina Faso,BFA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34653362689829E+00,2.21638671900431E+00,2.30328367150534E+00,2.65647361476557E+00,,
Burundi,BDI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93781059272339E-02,4.71611011312573E-02,4.51247644866511E-02,4.32410167796139E-02,6.22903029442612E-02,2.59957671385733E-01,4.82946288141926E-01,6.55257461182333E-01,9.09675733103383E-01,1.43777241127746E+00,1.39866032515226E+00,
Cabo Verde,CPV,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25918863453610E+01,1.45744103398572E+01,1.94196752859689E+01,2.69689726657022E+01,3.39722618408010E+01,3.73696662814526E+01,4.24214524184695E+01,4.45853857144260E+01,4.69223825774569E+01,4.63646422669181E+01,4.77187107576392E+01,
Cambodia,KHM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17106275135639E-02,7.27517691742932E-01,1.30307435002081E+00,3.63019282587612E+00,4.24799993662339E+00,5.11658978248484E+00,5.87260709512923E+00,7.00448830051619E+00,8.29288355545159E+00,1.07065110842052E+01,
Cameroon,CMR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16025220598109E-01,5.84142037798046E-01,6.73138610963645E-01,8.68699786897776E-01,1.18875128250303E+00,1.50771035699082E+00,1.76508649816314E+00,2.29859763761684E+00,2.53404959738744E+00,3.10375767372575E+00,3.52157558353847E+00,
Canada,CAN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84758223835993E+02,1.97941616992280E+02,2.06445201188290E+02,2.11907999368461E+02,2.17626795821175E+02,2.16113915565704E+02,2.18177153264113E+02,2.07562953124790E+02,2.03326609651075E+02,2.21259251958937E+02,2.22274268626632E+02,
Cayman Islands,CYM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.21908205262417E-01,3.17437644675232E-01,6.58449710097534E-01,9.07102834451163E-01,8.84905528860785E-01,1.07997153195042E+00,,
Chad,TCD,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,7.86921835416702E-02,7.60483916176506E-02,9.19577966806012E-02,2.84828970722331E-01,3.44643626063475E-01,4.33581184262522E-01,4.83987037858156E-01,4.05702859024015E-01,4.38246265386222E-01,9.34650957520698E-01,
Channel Islands,CHI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32116732717921E+01,3.92115865909774E+01,4.31492744699399E+01,4.86202455686081E+01,5.45371851907735E+01,5.75049200148094E+01,6.14069108522972E+01,6.43611300490430E+01,6.72791491822382E+01,6.36911159235845E+01,5.65792108241011E+01,
China,CHN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62574105341180E+00,1.19758876000532E+01,1.55542534080434E+01,1.97747567977563E+01,2.47562953201275E+01,3.02892839545112E+01,3.75129200530884E+01,4.67356090509175E+01,5.50308881081957E+01,
Colombia,COL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51520348127332E+01,2.70771480553155E+01,2.85092514492513E+01,3.47449272593571E+01,3.22979732537552E+01,3.57683406100224E+01,3.91475187773725E+01,4.05680791093293E+01,
Comoros,COM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83270630696488E-01,5.69409595993856E-01,5.56171974399953E-01,5.43481230161588E-01,1.06223076698254E+00,1.55660999294509E+00,2.02638863053925E+00,7.16712991389120E+00,5.78363432337593E+00,6.10850585946678E+00,6.17728817049315E+00,
Costa Rica,CRI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54955711148734E+01,2.79989108821599E+01,3.08866616417950E+01,3.53572980089782E+01,3.76049714188245E+01,4.10757939324997E+01,4.27527666103467E+01,5.10176322778462E+01,5.27799763311864E+01,7.00132781027234E+01,7.71115204295491E+01,
Cote d'Ivoire,CIV,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86705282680255E+00,4.69361510733215E+00,4.54807906649378E+00,5.88144779934010E+00,,
Croatia,HRV,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18237998746933E+01,7.06642095568151E+01,8.00731790707239E+01,8.92470686375494E+01,9.61392026807522E+01,1.01390068560141E+02,1.09436144497407E+02,1.12538264031309E+02,1.13819077818013E+02,1.16819434534841E+02,
Cuba,CUB,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50693479406165E+01,5.68694000589169E+01,6.42105508070953E+01,6.34137500890734E+01,6.63472452562464E+01,7.02359700516166E+01,7.22806073391887E+01,7.02990013614727E+01,6.40447180912810E+01,5.28750407644401E+01,5.31268815770558E+01,
Czech Republic,CZE,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17475493021310E+01,3.45329439198442E+01,3.74987402643355E+01,3.80561945285858E+01,3.82308037547093E+01,3.98513625241725E+01,4.16340746904026E+01,4.37621761863853E+01,4.57198828443569E+01,4.91426345274521E+01,4.97990087647324E+01,
Denmark,DNK,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16571976728144E+01,6.46051482434002E+01,6.56379546904104E+01,6.70435542975239E+01,6.81399830677099E+01,6.98931516203057E+01,7.03820263762851E+01,6.87057822280628E+01,6.51565295437566E+01,6.31483548877528E+01,6.10419188197092E+01,5.87725326614561E+01,5.63231493327613E+01,5.42856937872071E+01,
Djibouti,DJI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.76187385048145E-01,6.56244351276878E-01,6.38029924985035E-01,8.43687840073686E-01,8.20913596064150E-01,9.99396367157387E-01,9.74214500143979E-01,1.14099457154131E+00,2.23074442803477E+00,2.91268678105493E+00,3.21477372761078E+00,4.21201903484695E+00,5.35608459849235E+00,7.31088607939282E+00,
Dominica,DMA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00405684871625E+01,2.17951855198018E+01,2.17495540661743E+01,1.80977467445660E+01,2.16903344516719E+01,3.60930187836371E+01,4.86084975917235E+01,4.66547800455460E+01,4.64705924618050E+01,4.98235343831277E+01,4.78196451266942E+01,
Dominican Republic,DOM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87973174619542E+01,2.36962284272196E+01,2.41161292169548E+01,2.58044531214873E+01,2.63111680247785E+01,2.71573267490679E+01,2.80384064161918E+01,2.95394534973923E+01,3.07318852687366E+01,3.25127031579185E+01,3.34000747673885E+01,
Ecuador,ECU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04580150647507E+00,4.93629497387149E+00,8.06848983853047E+00,2.29488086448488E+01,2.64927434899180E+01,2.99617731850686E+01,3.50075992246405E+01,4.07165036769012E+01,4.14534660529047E+01,4.05775455674134E+01,,
El Salvador,SLV,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07063346928119E+01,2.29615782820950E+01,2.41738075877838E+01,2.55768519692328E+01,2.80409361201598E+01,2.92751540958169E+01,2.92921328251129E+01,2.92200022217071E+01,3.04415956001662E+01,3.31495470199976E+01,3.31150929017998E+01,
Equatorial Guinea,GNQ,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,1.04195430839176E+00,3.27839920722340E+00,3.17578972527581E+00,4.02421147755838E+00,7.57155098124428E+00,8.67648045434753E+00,9.94173280080225E+00,1.02715676718129E+01,
Eritrea,ERI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77681171835354E+01,7.32750266852106E+01,8.02778535997483E+01,8.78075032218130E+01,8.97055161792263E+01,8.89555986213602E+01,8.89540068064869E+01,8.80367103916322E+01,8.37531096403419E+01,7.96808077329416E+01,7.68197540364791E+01,
Ethiopia,ETH,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01436781403647E-02,1.95269611286926E-02,3.07374999090180E-02,4.11988101503245E-02,6.86320652285312E-02,9.84239924473077E-02,2.99585285531433E-01,3.18961248146564E-01,4.63300214307864E-01,,,
Faroe Islands,FRO,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90471097948586E+01,1.94516391289629E+01,2.10575729715013E+01,2.24518428241882E+01,2.58331191058096E+01,2.71624357001779E+01,3.30778259452526E+01,3.63178260821083E+01,3.64873145953230E+01,4.13210614567030E+01,4.44941991281670E+01,
Finland,FIN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.82625349886928E+01,3.77588894553575E+01,3.73618206704639E+01,3.71342896526010E+01,3.68240843819349E+01,3.64467300298988E+01,3.57107003607770E+01,3.63519481785587E+01,3.58660931380477E+01,
France,FRA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56011293067062E+01,9.28879476880272E+01,9.21741320440648E+01,9.99089108785855E+01,1.01531360615920E+02,1.04007943970931E+02,1.05940236298789E+02,1.08985014327059E+02,1.09105703173922E+02,1.08748754667657E+02,1.08048267001276E+02,
French Polynesia,PYF,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46179179375102E+00,5.56665721452356E+00,,,5.51256039936335E+00,5.94642615997229E+00,6.46608946848185E+00,6.73392507455462E+00,7.84596111539537E+00,9.52876564116595E+00,1.10251554078067E+01,1.29452800355871E+01,1.43905458003428E+01,,
Georgia,GEO,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94308756370139E+00,5.19505766838338E+00,1.21002496151966E+01,2.31341107789678E+01,3.67949009633030E+01,3.74107361521405E+01,4.07326514081249E+01,4.23473582686297E+01,5.22494646533801E+01,5.60475306065149E+01,5.82663453516666E+01,
Germany,DEU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06957172042712E+02,1.09725373309866E+02,1.12130751999092E+02,1.16476145750631E+02,1.18560805713308E+02,1.18289759932442E+02,1.18186909464393E+02,,
Ghana,GHA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83507531019223E+00,3.87887228808862E+00,3.92946431127150E+00,4.06611420601127E+00,5.46968961357145E+00,8.12905425604288E+00,8.19539136025672E+00,
Gibraltar,GIB,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56495496549553E+01,6.99518184309911E+01,7.54641809152256E+01,7.91449209423729E+01,7.91384994085645E+01,7.78844464055048E+01,7.42335978219429E+01,7.23903925888999E+01,6.17297800347475E+01,5.90868871053109E+01,
Greenland,GRL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52584436113306E+01,3.74869838174280E+01,3.83582660719615E+01,4.19809599815286E+01,4.55904614662198E+01,4.78430738984979E+01,5.13969427596299E+01,4.96855417143207E+01,4.54303554257107E+01,4.77296181630547E+01,4.74298166901679E+01,
Guam,GUM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12064785981032E+01,2.31229658729505E+01,2.53735496289009E+01,2.73542316679743E+01,2.79188807628630E+01,3.38592624562746E+01,3.58402427753035E+01,
Guinea,GIN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57930191744330E-02,2.22263006516436E-01,2.34770777411799E-01,2.98657661667364E-01,4.09541019284843E-01,4.96982407428082E-01,6.75571574250282E-01,8.90486391297392E-01,1.07745961608537E+00,1.29881496417854E+00,1.61964604857247E+00,
Guinea-Bissau,GNB,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41031180219385E+00,1.37344349388906E+00,1.95416552956561E+00,3.80870288609473E+00,,
Guyana,GUY,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24427629577221E+01,1.30576173546369E+01,1.32535631230652E+01,1.38566888094787E+01,1.40274151994451E+01,1.43706182119751E+01,1.52789947941222E+01,1.51158476355353E+01,1.88912989360426E+01,1.89786734494228E+01,1.90475457525897E+01,
Haiti,HTI,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66308690281965E+00,6.26168039088167E+00,8.11206362706622E+00,1.12310907373712E+01,1.42475584697427E+01,1.68238210838059E+01,1.75421259323710E+01,2.30728798714099E+01,2.36211155654529E+01,2.48454547881367E+01,2.46404589656574E+01,
Hungary,HUN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87086631773353E+01,4.14290749640245E+01,4.46506230961426E+01,5.01808329138621E+01,5.41038234487798E+01,5.55599132481373E+01,5.65513413183568E+01,5.76271192788136E+01,5.64941799451702E+01,5.72166497561669E+01,5.80384230664037E+01,
Iceland,ISL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05759272797433E+02,1.11112828943878E+02,1.06072767275835E+02,1.06357964698486E+02,9.96745796623681E+01,8.19620094771883E+01,8.15085974494606E+01,7.59864139942632E+01,7.39273707146062E+01,7.24410995763505E+01,7.15286507885593E+01,
India,IND,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30923188246603E+00,2.76056564461212E+00,3.40610156580362E+00,4.32575436744742E+00,5.36203981477547E+00,7.34480628333884E+00,8.95138722292171E+00,1.11289150088700E+01,1.30476865513227E+01,1.80749843366192E+01,
Indonesia,IDN,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64041141898971E+00,9.41321993773652E+00,1.06408116327406E+01,1.16626503767662E+01,1.33681241082966E+01,1.43967964402063E+01,1.32895231354306E+01,1.67881012299882E+01,3.64668417969644E+01,4.23967034190890E+01,4.96292217488210E+01,
Iraq,IRQ,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69550231450870E-01,1.14991215537156E+00,2.11575353521484E+00,2.08848187750579E+00,2.11546090383436E+00,1.48767950752809E+00,,
Ireland,IRL,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07746782794391E+01,8.91164046419481E+01,9.00469727335629E+01,9.29782322102083E+01,9.59521070235059E+01,9.49991574302585E+01,9.10296385412800E+01,8.88052894883409E+01,8.50581006053379E+01,8.52253807171489E+01,8.47654660687414E+01,
Isle of Man,IMY,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88447843898506E+01,5.81426717178463E+01,7.69379059417328E+01,8.15046186848470E+01,8.73344958142233E+01,1.01064255698366E+02,1.07155603084981E+02,1.11102446997377E+02,1.16363259592003E+02,1.21756264041981E+02,1.26109105441943E+02,
Italy,ITA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42143469752400E+01,7.53779687539064E+01,7.99125463400057E+01,8.72902056308662E+01,9.91282108738571E+01,1.06880256252765E+02,9.99688349522667E+01,1.01584507949818E+02,9.93594194137741E+01,9.25739724064030E+01,9.18509887602583E+01,
