Country_Name,Country_Code,Indicator_Name,Indicator_Code,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015
Latin America & Caribbean,LCN,Surface area (sq. km),AG.SRF.TOTL.K2,,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04527724000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04526824000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254924000000E+07,2.04254844000000E+07,2.04254844000000E+07,2.04254824000000E+07,2.04254834000000E+07,2.04254834000000E+07,2.04254834000000E+07
Latin America & Caribbean (excluding high income),LAC,Surface area (sq. km),AG.SRF.TOTL.K2,,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.67085300000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813400000000E+07,1.66813320000000E+07,1.66813320000000E+07,1.66813300000000E+07,1.66813310000000E+07,1.66813310000000E+07,1.66813310000000E+07
Latin America & the Caribbean (IDA & IBRD countries),TLA,Surface area (sq. km),AG.SRF.TOTL.K2,,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03172760000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.03171860000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899960000000E+07,2.02899980000000E+07,2.02899980000000E+07,2.02899960000000E+07,2.02899970000000E+07,2.02899970000000E+07,2.02899970000000E+07
Least developed countries: UN classification,LDC,Surface area (sq. km),AG.SRF.TOTL.K2,,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.09262510000000E+07,2.08086510000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08017280000000E+07,2.08000450000000E+07,2.08000450000000E+07,2.08000450000000E+07,2.08000450000000E+07,2.08000450000000E+07,2.08000450000000E+07,2.08000450000000E+07,2.08181775000000E+07,2.08181775000000E+07,2.08181775000000E+07,2.08181775000000E+07,2.08181775000000E+07
Low & middle income,LMY,Surface area (sq. km),AG.SRF.TOTL.K2,,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47733380000000E+07,9.47733380000000E+07,9.47753780000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47754580000000E+07,9.47741180000000E+07,9.47741280000000E+07,9.47741280000000E+07,9.47747980000000E+07,9.47761680000000E+07,9.47762000000000E+07,9.46586900000000E+07,9.46517670000000E+07,9.46517670000000E+07,9.46517570000000E+07,9.46517470000000E+07,9.46245570000000E+07,9.46245570000000E+07,9.46226770000000E+07,9.46226812000000E+07,9.46227302000000E+07,9.46227397000000E+07,9.46210805000000E+07,9.46229778000000E+07,9.46229774000000E+07,9.46229768000000E+07,9.46228158000000E+07,9.46202750000000E+07,9.46201830000000E+07,9.46383095000000E+07,9.46383285000000E+07,9.46383295000000E+07,9.46383295000000E+07,9.46383295000000E+07
Low income,LIC,Surface area (sq. km),AG.SRF.TOTL.K2,,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.39445010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.38269010000000E+07,1.44714860000000E+07,1.44714860000000E+07,1.44714860000000E+07,1.44714860000000E+07,1.44714860000000E+07
Lower middle income,LMC,Surface area (sq. km),AG.SRF.TOTL.K2,,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25842870000000E+07,2.25842870000000E+07,2.25863270000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25864070000000E+07,2.25850670000000E+07,2.25850770000000E+07,2.25850770000000E+07,2.25857470000000E+07,2.25864770000000E+07,2.25865070000000E+07,2.25865970000000E+07,2.25796740000000E+07,2.25796840000000E+07,2.25796840000000E+07,2.25796740000000E+07,2.25796740000000E+07,2.25796740000000E+07,2.25778040000000E+07,2.25778140000000E+07,2.25778640000000E+07,2.25778740000000E+07,2.25762050000000E+07,2.25781030000000E+07,2.25781030000000E+07,2.25781030000000E+07,2.25779420000000E+07,2.25779410000000E+07,2.25778470000000E+07,2.19513885000000E+07,2.19514095000000E+07,2.19514095000000E+07,2.19514095000000E+07,2.19514095000000E+07
Middle East & North Africa,MEA,Surface area (sq. km),AG.SRF.TOTL.K2,,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732600000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732800000000E+07,1.13732900000000E+07,1.13733000000000E+07,1.13733100000000E+07,1.13733100000000E+07,1.13733200000000E+07,1.13733300000000E+07,1.13707900000000E+07,1.13707920000000E+07,1.13707970000000E+07,1.13708000000000E+07,1.13708000000000E+07,1.13708000000000E+07,1.13708000000000E+07
Middle East & North Africa (excluding high income),MNA,Surface area (sq. km),AG.SRF.TOTL.K2,,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77796000000000E+06,8.77542000000000E+06,8.77542000000000E+06,8.77542000000000E+06,8.77542000000000E+06,8.77542000000000E+06,8.77542000000000E+06,8.77542000000000E+06
Middle East & North Africa (IDA & IBRD countries),TMN,Surface area (sq. km),AG.SRF.TOTL.K2,,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.77194000000000E+06,8.76940000000000E+06,8.76940000000000E+06,8.76940000000000E+06,8.76940000000000E+06,8.76940000000000E+06,8.76940000000000E+06,8.76940000000000E+06
Middle income,MIC,Surface area (sq. km),AG.SRF.TOTL.K2,,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08288370000000E+07,8.08288370000000E+07,8.08308770000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08309570000000E+07,8.08296170000000E+07,8.08296270000000E+07,8.08296270000000E+07,8.08302970000000E+07,8.08316670000000E+07,8.08316990000000E+07,8.08317890000000E+07,8.08248660000000E+07,8.08248660000000E+07,8.08248560000000E+07,8.08248460000000E+07,8.07976560000000E+07,8.07976560000000E+07,8.07957760000000E+07,8.07957802000000E+07,8.07958292000000E+07,8.07958387000000E+07,8.07941795000000E+07,8.07960768000000E+07,8.07960764000000E+07,8.07960758000000E+07,8.07959148000000E+07,8.07933740000000E+07,8.07932820000000E+07,8.01668235000000E+07,8.01668425000000E+07,8.01668435000000E+07,8.01668435000000E+07,8.01668435000000E+07
North America,NAC,Surface area (sq. km),AG.SRF.TOTL.K2,,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96138100000000E+07,1.96167500000000E+07,1.96167500000000E+07,1.96167500000000E+07,1.96167500000000E+07,1.96167500000000E+07,1.96167500000000E+07,1.96167500000000E+07,1.96167500000000E+07,1.98162300000000E+07,1.98162300000000E+07,1.98162300000000E+07,1.98162300000000E+07,1.98162300000000E+07,1.98162300000000E+07,1.98162300000000E+07,1.98162300000000E+07
Not classified,INX,Surface area (sq. km),AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,Surface area (sq. km),AG.SRF.TOTL.K2,,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627350000000E+07,3.59627550000000E+07,3.59627650000000E+07,3.59627850000000E+07,3.59627950000000E+07,3.59627950000000E+07,3.59627950000000E+07,3.59627950000000E+07,3.59978650000000E+07,3.59982450000000E+07,3.59986150000000E+07,3.59986850000000E+07,3.59987250000000E+07,3.59987750000000E+07,3.59991050000000E+07,3.59991440000000E+07,3.61987600000000E+07,3.61989720000000E+07,3.61993390000000E+07,3.61993160000000E+07,3.61969350000000E+07,3.61970590000000E+07,3.61970590000000E+07,3.61970590000000E+07
Other small states,OSS,Surface area (sq. km),AG.SRF.TOTL.K2,,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08135100000000E+06,2.08137100000000E+06,2.08137100000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07444800000000E+06,2.07445800000000E+06,2.07278500000000E+06,2.07279500000000E+06,2.07279500000000E+06,2.07280500000000E+06,2.07281500000000E+06,2.07281500000000E+06,2.07281700000000E+06,2.07282200000000E+06,2.07282500000000E+06,2.07282000000000E+06,2.07282000000000E+06,2.07282000000000E+06
Pacific island small states,PSS,Surface area (sq. km),AG.SRF.TOTL.K2,,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.38100000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04,6.51500000000000E+04
Post-demographic dividend,PST,Surface area (sq. km),AG.SRF.TOTL.K2,,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644490000000E+07,3.30644590000000E+07,3.30644690000000E+07,3.30644990000000E+07,3.30645890000000E+07,3.30645890000000E+07,3.30645190000000E+07,3.30645190000000E+07,3.30995990000000E+07,3.30999850000000E+07,3.31003610000000E+07,3.31004430000000E+07,3.31005460000000E+07,3.31005960000000E+07,3.31009416000000E+07,3.31009822000000E+07,3.33005982000000E+07,3.33008055000000E+07,3.33011677000000E+07,3.33011479000000E+07,3.32987689000000E+07,3.32988943000000E+07,3.32988943000000E+07,3.32988943000000E+07
